activePower,apparentPower,current,harmonic1,harmonic2,harmonic3,harmonic4,harmonic5,harmonic6,harmonic7,harmonic8,harmonic9,phase,reactivePower,voltage
14785,14785,4143,10042,1272,1443,3114,26132,2027,40150,617,50737,67,89,34845
14789,14789,4144,11317,2558,64414,2403,29840,990,36593,2044,47906,66,87,34848
14789,14789,4144,11346,2222,1346,2131,29688,1512,38858,429,48910,66,88,34848
14784,14784,4143,9649,1855,40,2475,29812,1513,37380,412,48175,67,89,34845
14791,14791,4144,11623,2273,64996,1927,27955,1375,37261,340,48178,68,90,34850
14798,14798,4145,12828,2478,65300,2457,27065,1776,39283,935,50603,69,91,34861
14791,14792,4144,11534,2422,977,3069,29032,196,37801,1213,48419,66,88,34853
14774,14774,4142,7369,1798,1854,1983,27953,1599,38913,949,49144,68,90,34833
14757,14757,4139,3955,1660,601,2023,27585,693,38500,1093,48347,68,90,34811
14776,14776,4142,8067,2112,271,2326,29191,342,37307,155,48055,68,89,34835
14801,14801,4146,13800,1912,1111,2523,28572,212,36448,934,48874,68,90,34862
14803,14803,4146,14305,2328,1027,3094,30041,1692,35112,1356,46097,65,87,34867
14785,14786,4143,9890,1871,2087,2645,27580,947,36840,564,49411,68,90,34847
14780,14781,4142,8640,2686,1426,2600,28472,1222,35877,371,48337,68,90,34842
14773,14774,4142,7261,2268,772,2506,28066,284,37421,599,49395,67,89,34833
14771,14771,4142,7248,2268,1489,2465,27699,320,37949,342,50690,68,89,34827
14785,14785,4143,10474,2628,64869,3034,30671,1239,37136,1748,47613,66,88,34844
14765,14765,4141,5651,1699,226,2255,28415,232,38321,215,48673,67,88,34820
14775,14775,4142,7900,2166,65434,1896,27261,1128,36843,899,48959,67,88,34832
14785,14785,4143,10234,2136,65337,2347,26336,1020,36671,855,48845,67,89,34845
14793,14794,4145,12423,1799,1135,2140,25647,828,36374,734,48702,68,91,34852
14788,14788,4144,10572,1944,325,2152,25127,1347,36571,904,49831,67,89,34850
14791,14791,4144,11240,2435,321,2200,26374,917,35603,348,47817,67,89,34853
14793,14793,4145,12078,2312,315,1616,26055,1114,37064,666,49846,68,90,34854
14794,14794,4145,12129,2550,64973,2556,26452,213,36147,734,48968,68,91,34855
14790,14790,4144,11201,2650,65380,2391,25578,1320,37862,469,49857,68,90,34851
14784,14784,4143,10182,2785,62473,2955,26455,1077,35095,1817,46702,65,87,34843
